"province_code","pc_code","ps_code","scan_filename","target_url"
"01","0000001","0102298-01","0102298-01-M_cr_3376.png","https://edss.iec.org.af/resultssheets/final/1/102/0102298/0102298-01-M_cr_3376.png"
"01","0000001","0102298-02","0102298-02-M_cr_3377.png","https://edss.iec.org.af/resultssheets/final/1/102/0102298/0102298-02-M_cr_3377.png"
"01","0000001","0102298-03","0102298-03-F_cr_3378.png","https://edss.iec.org.af/resultssheets/final/1/102/0102298/0102298-03-F_cr_3378.png"
"01","0000001","0102298-04","0102298-04-F_cr_3379.png","https://edss.iec.org.af/resultssheets/final/1/102/0102298/0102298-04-F_cr_3379.png"
"01","0000001","0102299-01","0102299-01-M_cr_3380.png","https://edss.iec.org.af/resultssheets/final/1/102/0102299/0102299-01-M_cr_3380.png"
"01","0000001","0102299-02","0102299-02-M_cr_3381.png","https://edss.iec.org.af/resultssheets/final/1/102/0102299/0102299-02-M_cr_3381.png"
"01","0000001","0102299-03","0102299-03-M_cr_3382.png","https://edss.iec.org.af/resultssheets/final/1/102/0102299/0102299-03-M_cr_3382.png"
"01","0000001","0102299-04","0102299-04-F_cr_3383.png","https://edss.iec.org.af/resultssheets/final/1/102/0102299/0102299-04-F_cr_3383.png"
"01","0000001","0102299-05","0102299-05-F_cr_3384.png","https://edss.iec.org.af/resultssheets/final/1/102/0102299/0102299-05-F_cr_3384.png"
"01","0000001","0102376-01","0102376-01-M_cr_3385.png","https://edss.iec.org.af/resultssheets/final/1/102/0102376/0102376-01-M_cr_3385.png"
"01","0000001","0102376-02","0102376-02-M_cr_3386.png","https://edss.iec.org.af/resultssheets/final/1/102/0102376/0102376-02-M_cr_3386.png"
"01","0000001","0102376-03","0102376-03-M_cr_3387.png","https://edss.iec.org.af/resultssheets/final/1/102/0102376/0102376-03-M_cr_3387.png"
"01","0000001","0102376-04","0102376-04-F_cr_3388.png","https://edss.iec.org.af/resultssheets/final/1/102/0102376/0102376-04-F_cr_3388.png"
"01","0000001","0102376-05","0102376-05-F_cr_3389.png","https://edss.iec.org.af/resultssheets/final/1/102/0102376/0102376-05-F_cr_3389.png"
"01","0000001","0102377-01","0102377-01-M_cr_3390.png","https://edss.iec.org.af/resultssheets/final/1/102/0102377/0102377-01-M_cr_3390.png"
"01","0000001","0102377-02","0102377-02-M_cr_3391.png","https://edss.iec.org.af/resultssheets/final/1/102/0102377/0102377-02-M_cr_3391.png"
"01","0000001","0102377-03","0102377-03-F_cr_3392.png","https://edss.iec.org.af/resultssheets/final/1/102/0102377/0102377-03-F_cr_3392.png"
"01","0000001","0102378-01","0102378-01-M_cr_3393.png","https://edss.iec.org.af/resultssheets/final/1/102/0102378/0102378-01-M_cr_3393.png"
"01","0000001","0102378-03","0102378-03-M_cr_3395.png","https://edss.iec.org.af/resultssheets/final/1/102/0102378/0102378-03-M_cr_3395.png"
"01","0000001","0102378-04","0102378-04-F_cr_3396.png","https://edss.iec.org.af/resultssheets/final/1/102/0102378/0102378-04-F_cr_3396.png"
"01","0000001","0102378-05","0102378-05-F_cr_3397.png","https://edss.iec.org.af/resultssheets/final/1/102/0102378/0102378-05-F_cr_3397.png"
"01","0000001","0102378-06","0102378-06-F_cr_3398.png","https://edss.iec.org.af/resultssheets/final/1/102/0102378/0102378-06-F_cr_3398.png"
"01","0000001","0102379-01","0102379-01-M_cr_3399.png","https://edss.iec.org.af/resultssheets/final/1/102/0102379/0102379-01-M_cr_3399.png"
"01","0000001","0102379-02","0102379-02-M_cr_3400.png","https://edss.iec.org.af/resultssheets/final/1/102/0102379/0102379-02-M_cr_3400.png"
"01","0000001","0102379-03","0102379-03-M_cr_3401.png","https://edss.iec.org.af/resultssheets/final/1/102/0102379/0102379-03-M_cr_3401.png"
"01","0000001","0102379-04","0102379-04-M_cr_3402.png","https://edss.iec.org.af/resultssheets/final/1/102/0102379/0102379-04-M_cr_3402.png"
"01","0000001","0102379-05","0102379-05-F_cr_3403.png","https://edss.iec.org.af/resultssheets/final/1/102/0102379/0102379-05-F_cr_3403.png"
"01","0000001","0102379-06","0102379-06-F_cr_3404.png","https://edss.iec.org.af/resultssheets/final/1/102/0102379/0102379-06-F_cr_3404.png"
"01","0000001","0102380-01","0102380-01-M_cr_3405.png","https://edss.iec.org.af/resultssheets/final/1/102/0102380/0102380-01-M_cr_3405.png"
"01","0000001","0102380-02","0102380-02-M_cr_3406.png","https://edss.iec.org.af/resultssheets/final/1/102/0102380/0102380-02-M_cr_3406.png"
"01","0000001","0102380-03","0102380-03-M_cr_3407.png","https://edss.iec.org.af/resultssheets/final/1/102/0102380/0102380-03-M_cr_3407.png"
"01","0000001","0102380-04","0102380-04-M_cr_3408.png","https://edss.iec.org.af/resultssheets/final/1/102/0102380/0102380-04-M_cr_3408.png"
"01","0000001","0102380-05","0102380-05-F_cr_3409.png","https://edss.iec.org.af/resultssheets/final/1/102/0102380/0102380-05-F_cr_3409.png"
"01","0000001","0102380-06","0102380-06-F_cr_3410.png","https://edss.iec.org.af/resultssheets/final/1/102/0102380/0102380-06-F_cr_3410.png"
"01","0000001","0102381-01","0102381-01-M_cr_3411.png","https://edss.iec.org.af/resultssheets/final/1/102/0102381/0102381-01-M_cr_3411.png"
"01","0000001","0102381-02","0102381-02-M_cr_3412.png","https://edss.iec.org.af/resultssheets/final/1/102/0102381/0102381-02-M_cr_3412.png"
"01","0000001","0102381-03","0102381-03-M_cr_3413.png","https://edss.iec.org.af/resultssheets/final/1/102/0102381/0102381-03-M_cr_3413.png"
"01","0000001","0102381-04","0102381-04-M_cr_3414.png","https://edss.iec.org.af/resultssheets/final/1/102/0102381/0102381-04-M_cr_3414.png"
"01","0000001","0102381-05","0102381-05-M_cr_3415.png","https://edss.iec.org.af/resultssheets/final/1/102/0102381/0102381-05-M_cr_3415.png"
"01","0000001","0102381-06","0102381-06-M_cr_3416.png","https://edss.iec.org.af/resultssheets/final/1/102/0102381/0102381-06-M_cr_3416.png"
"01","0000001","0102381-08","0102381-08-F_cr_3418.png","https://edss.iec.org.af/resultssheets/final/1/102/0102381/0102381-08-F_cr_3418.png"
"01","0000001","0102381-09","0102381-09-F_cr_3419.png","https://edss.iec.org.af/resultssheets/final/1/102/0102381/0102381-09-F_cr_3419.png"
"01","0000001","0102381-10","0102381-10-F_cr_3420.png","https://edss.iec.org.af/resultssheets/final/1/102/0102381/0102381-10-F_cr_3420.png"
"01","0000001","0102382-01","0102382-01-M_cr_3421.png","https://edss.iec.org.af/resultssheets/final/1/102/0102382/0102382-01-M_cr_3421.png"
"01","0000001","0102382-02","0102382-02-M_cr_3422.png","https://edss.iec.org.af/resultssheets/final/1/102/0102382/0102382-02-M_cr_3422.png"
"01","0000001","0102382-03","0102382-03-F_cr_3423.png","https://edss.iec.org.af/resultssheets/final/1/102/0102382/0102382-03-F_cr_3423.png"
"01","0000001","0102383-01","0102383-01-M_cr_3424.png","https://edss.iec.org.af/resultssheets/final/1/102/0102383/0102383-01-M_cr_3424.png"
"01","0000001","0102383-02","0102383-02-M_cr_3425.png","https://edss.iec.org.af/resultssheets/final/1/102/0102383/0102383-02-M_cr_3425.png"
"01","0000001","0102383-03","0102383-03-M_cr_3426.png","https://edss.iec.org.af/resultssheets/final/1/102/0102383/0102383-03-M_cr_3426.png"
"01","0000001","0102383-04","0102383-04-M_cr_3427.png","https://edss.iec.org.af/resultssheets/final/1/102/0102383/0102383-04-M_cr_3427.png"
"01","0000001","0102383-05","0102383-05-M_cr_3428.png","https://edss.iec.org.af/resultssheets/final/1/102/0102383/0102383-05-M_cr_3428.png"
"01","0000001","0102383-06","0102383-06-M_cr_3429.png","https://edss.iec.org.af/resultssheets/final/1/102/0102383/0102383-06-M_cr_3429.png"
"01","0000001","0102383-07","0102383-07-M_cr_3430.png","https://edss.iec.org.af/resultssheets/final/1/102/0102383/0102383-07-M_cr_3430.png"
"01","0000001","0102383-08","0102383-08-M_cr_3431.png","https://edss.iec.org.af/resultssheets/final/1/102/0102383/0102383-08-M_cr_3431.png"
"01","0000001","0102383-09","0102383-09-F_cr_3432.png","https://edss.iec.org.af/resultssheets/final/1/102/0102383/0102383-09-F_cr_3432.png"
"01","0000001","0102383-10","0102383-10-F_cr_3433.png","https://edss.iec.org.af/resultssheets/final/1/102/0102383/0102383-10-F_cr_3433.png"
"01","0000001","0102383-11","0102383-11-F_cr_3434.png","https://edss.iec.org.af/resultssheets/final/1/102/0102383/0102383-11-F_cr_3434.png"
"01","0000001","0102384-01","0102384-01-M_cr_3435.png","https://edss.iec.org.af/resultssheets/final/1/102/0102384/0102384-01-M_cr_3435.png"
"01","0000001","0102384-02","0102384-02-M_cr_3436.png","https://edss.iec.org.af/resultssheets/final/1/102/0102384/0102384-02-M_cr_3436.png"
"01","0000001","0102384-03","0102384-03-M_cr_3437.png","https://edss.iec.org.af/resultssheets/final/1/102/0102384/0102384-03-M_cr_3437.png"
"01","0000001","0102384-04","0102384-04-F_cr_3438.png","https://edss.iec.org.af/resultssheets/final/1/102/0102384/0102384-04-F_cr_3438.png"
"01","0000001","0102384-05","0102384-05-F_cr_3439.png","https://edss.iec.org.af/resultssheets/final/1/102/0102384/0102384-05-F_cr_3439.png"
"01","0000001","0102385-01","0102385-01-M_cr_3440.png","https://edss.iec.org.af/resultssheets/final/1/102/0102385/0102385-01-M_cr_3440.png"
"01","0000001","0102385-02","0102385-02-M_cr_3441.png","https://edss.iec.org.af/resultssheets/final/1/102/0102385/0102385-02-M_cr_3441.png"
"01","0000001","0102385-03","0102385-03-M_cr_3442.png","https://edss.iec.org.af/resultssheets/final/1/102/0102385/0102385-03-M_cr_3442.png"
"01","0000001","0102385-04","0102385-04-M_cr_3443.png","https://edss.iec.org.af/resultssheets/final/1/102/0102385/0102385-04-M_cr_3443.png"
"01","0000001","0102385-05","0102385-05-M_cr_3444.png","https://edss.iec.org.af/resultssheets/final/1/102/0102385/0102385-05-M_cr_3444.png"
"01","0000001","0102385-06","0102385-06-M_cr_3445.png","https://edss.iec.org.af/resultssheets/final/1/102/0102385/0102385-06-M_cr_3445.png"
"01","0000001","0102385-07","0102385-07-M_cr_3446.png","https://edss.iec.org.af/resultssheets/final/1/102/0102385/0102385-07-M_cr_3446.png"
"01","0000001","0102385-08","0102385-08-M_cr_3447.png","https://edss.iec.org.af/resultssheets/final/1/102/0102385/0102385-08-M_cr_3447.png"
"01","0000001","0102385-09","0102385-09-F_cr_3448.png","https://edss.iec.org.af/resultssheets/final/1/102/0102385/0102385-09-F_cr_3448.png"
"01","0000001","0102385-10","0102385-10-F_cr_3449.png","https://edss.iec.org.af/resultssheets/final/1/102/0102385/0102385-10-F_cr_3449.png"
"01","0000001","0102385-11","0102385-11-F_cr_3450.png","https://edss.iec.org.af/resultssheets/final/1/102/0102385/0102385-11-F_cr_3450.png"
"01","0000001","0102386-01","0102386-01-M_cr_3451.png","https://edss.iec.org.af/resultssheets/final/1/102/0102386/0102386-01-M_cr_3451.png"
"01","0000001","0102386-02","0102386-02-M_cr_3452.png","https://edss.iec.org.af/resultssheets/final/1/102/0102386/0102386-02-M_cr_3452.png"
"01","0000001","0102386-03","0102386-03-M_cr_3453.png","https://edss.iec.org.af/resultssheets/final/1/102/0102386/0102386-03-M_cr_3453.png"
"01","0000001","0102386-04","0102386-04-M_cr_3454.png","https://edss.iec.org.af/resultssheets/final/1/102/0102386/0102386-04-M_cr_3454.png"
"01","0000001","0102386-05","0102386-05-M_cr_3455.png","https://edss.iec.org.af/resultssheets/final/1/102/0102386/0102386-05-M_cr_3455.png"
"01","0000001","0102386-06","0102386-06-F_cr_3456.png","https://edss.iec.org.af/resultssheets/final/1/102/0102386/0102386-06-F_cr_3456.png"
"01","0000001","0102386-07","0102386-07-F_cr_3457.png","https://edss.iec.org.af/resultssheets/final/1/102/0102386/0102386-07-F_cr_3457.png"
"01","0000001","0102386-08","0102386-08-F_cr_3458.png","https://edss.iec.org.af/resultssheets/final/1/102/0102386/0102386-08-F_cr_3458.png"
"01","0000001","0102387-01","0102387-01-M_cr_3459.png","https://edss.iec.org.af/resultssheets/final/1/102/0102387/0102387-01-M_cr_3459.png"
